"","KLCODE","DATE","source","REGIO","SUBREGIO","AGE","SEX","PM","MASS","BILL","WING","TOTHD","TARS","TATO","MONTH","jdate","SS"
"10655","R2YYWB",2009-11-19,"OBS","WW","GR",NA,"F",NA,NA,NA,NA,NA,NA,NA,11,323,"Lap"
"10658","R7RRYW",2009-11-06,"OBS","WW","TER",NA,"9",NA,NA,NA,NA,NA,NA,NA,11,310,"Lap"
"10659","R4WWYB",2009-08-12,"OBS","WW","RI",NA,"M",NA,NA,NA,NA,NA,NA,NA,8,224,"Lap"
"10880","R7WYRW",2009-12-11,"OBS","WW","GR",NA,"F",NA,NA,NA,NA,NA,NA,NA,12,345,"Lap"
"10881","R2YYRW",2009-12-11,"OBS","WW","GR",NA,"M",NA,NA,NA,NA,NA,NA,NA,12,345,"Lap"
"10883","Y5WRWB",2009-12-11,"OBS","WW","GR",NA,"F",NA,NA,NA,NA,NA,NA,NA,12,345,"Lap"
"10884","Y1YWYR",2009-12-11,"OBS","WW","GR",NA,"F",NA,NA,NA,NA,NA,NA,NA,12,345,"Lap"
"10885","R2YYWB",2009-12-11,"OBS","WW","GR",NA,"F",NA,NA,NA,NA,NA,NA,NA,12,345,"Lap"
"10886","Y2YYWR",2009-12-11,"OBS","WW","GR",NA,"9",NA,NA,NA,NA,NA,NA,NA,12,345,"Lap"
"10887","Y2YYRW",2009-12-11,"OBS","WW","GR",NA,"F",NA,NA,NA,NA,NA,NA,NA,12,345,"Lap"
"10888","R2WRRY",2009-12-12,"OBS","WW","GR",NA,"9",NA,NA,NA,NA,NA,NA,NA,12,346,"Lap"
"10889","Y1RWRR",2009-12-12,"OBS","WW","GR",NA,"M",NA,NA,NA,NA,NA,NA,NA,12,346,"Lap"
"10890","R6WBRW",2009-12-12,"OBS","WW","GR",NA,"M",NA,NA,NA,NA,NA,NA,NA,12,346,"Lap"
"10892","Y1BWRR",2009-12-12,"OBS","WW","GR",NA,"M",NA,NA,NA,NA,NA,NA,NA,12,346,"Lap"
"10893","R3YYRB",2009-12-13,"OBS","WW","GR",NA,"9",NA,NA,NA,NA,NA,NA,NA,12,347,"Lap"
"10894","R1BYWB",2009-12-13,"OBS","WW","GR",NA,"F",NA,NA,NA,NA,NA,NA,NA,12,347,"Lap"
"10895","R5RBBR",2009-12-14,"OBS","WW","GR",NA,"M",NA,NA,NA,NA,NA,NA,NA,12,348,"Lap"
"10896","Y1YWBY",2009-12-14,"OBS","WW","GR",NA,"F",NA,NA,NA,NA,NA,NA,NA,12,348,"Lap"
"10897","Y7YRWW",2009-12-15,"OBS","WW","GR",NA,"F",NA,NA,NA,NA,NA,NA,NA,12,349,"Lap"
"10912","Y5RBYY",2009-05-10,"OBS","WW","TEX",NA,"9",NA,NA,NA,NA,NA,NA,NA,5,130,"Lap"
"10916","Y1YYBR",2009-05-10,"OBS","WW","TEX",NA,"9",NA,NA,NA,NA,NA,NA,NA,5,130,"Lap"
"10935","R3YYRY",2010-02-12,"OBS","WW","TER",NA,"9",NA,NA,NA,NA,NA,NA,NA,2,43,"Lap"
"10936","R2YYBW",2010-02-12,"OBS","WW","TER",NA,"9",NA,NA,NA,NA,NA,NA,NA,2,43,"Lap"
"10937","Y1RRWR",2010-02-12,"OBS","WW","TER",NA,"9",NA,NA,NA,NA,NA,NA,NA,2,43,"Lap"
"10971","Y5RYYB",2009-05-09,"OBS","WW","VLI",NA,"9",NA,NA,NA,NA,NA,NA,NA,5,129,"Lap"
"10978","R2WRRY",2010-03-16,"OBS","WW","GR",NA,"9",NA,NA,NA,NA,NA,NA,NA,3,75,"Lap"
"10980","Y8WYBY",2010-03-20,"OBS","WW","GR",NA,"M",NA,NA,NA,NA,NA,NA,NA,3,79,"Lap"
"10982","R2WBBY",2010-03-21,"OBS","WW","GR",NA,"9",NA,NA,NA,NA,NA,NA,NA,3,80,"Lap"
"10983","Y7YRWW",2010-03-21,"OBS","WW","GR",NA,"M",NA,NA,NA,NA,NA,NA,NA,3,80,"Lap"
"10986","Y8WYBY",2010-03-22,"OBS","WW","GR",NA,"F",NA,NA,NA,NA,NA,NA,NA,3,81,"Lap"
"10987","R2WRRY",2010-03-22,"OBS","WW","GR",NA,"M",NA,NA,NA,NA,NA,NA,NA,3,81,"Lap"
"10989","R2WRYR",2010-03-22,"OBS","WW","GR",NA,"M",NA,NA,NA,NA,NA,NA,NA,3,81,"Lap"
"10990","R2YYWB",2010-03-22,"OBS","WW","GR",NA,"F",NA,NA,NA,NA,NA,NA,NA,3,81,"Lap"
"10991","Y8WYBY",2010-03-22,"OBS","WW","GR",NA,"F",NA,NA,NA,NA,NA,NA,NA,3,81,"Lap"
"10992","Y3YRRY",2010-03-22,"OBS","WW","GR",NA,"F",NA,NA,NA,NA,NA,NA,NA,3,81,"Lap"
"10993","R6WBRW",2010-03-23,"OBS","WW","GR",NA,"M",NA,NA,NA,NA,NA,NA,NA,3,82,"Lap"
"10994","Y1RRYR",2010-03-23,"OBS","WW","GR",NA,"M",NA,NA,NA,NA,NA,NA,NA,3,82,"Lap"
"10995","R2YYRB",2010-03-14,"OBS","WW","TER",NA,"9",NA,NA,NA,NA,NA,NA,NA,3,73,"Lap"
"10996","Y4RYYR",2010-03-14,"OBS","WW","TER",NA,"9",NA,NA,NA,NA,NA,NA,NA,3,73,"Lap"
"10997","R2YWBW",2010-03-14,"OBS","WW","TER",NA,"9",NA,NA,NA,NA,NA,NA,NA,3,73,"Lap"
"10998","R7RRRR",2010-03-14,"OBS","WW","TER",NA,"9",NA,NA,NA,NA,NA,NA,NA,3,73,"Lap"
"10999","R2WRRB",2010-03-15,"OBS","WW","TER",NA,"9",NA,NA,NA,NA,NA,NA,NA,3,74,"Lap"
"11000","R3YYRR",2010-03-15,"OBS","WW","TER",NA,"9",NA,NA,NA,NA,NA,NA,NA,3,74,"Lap"
"11001","R1BRWY",2010-03-15,"OBS","WW","TER",NA,"9",NA,NA,NA,NA,NA,NA,NA,3,74,"Lap"
"11002","R6WBRB",2010-03-15,"OBS","WW","TER",NA,"9",NA,NA,NA,NA,NA,NA,NA,3,74,"Lap"
"11003","Y5WBRW",2010-03-15,"OBS","WW","TER",NA,"9",NA,NA,NA,NA,NA,NA,NA,3,74,"Lap"
"11004","R6WBWB",2010-03-15,"OBS","WW","TER",NA,"9",NA,NA,NA,NA,NA,NA,NA,3,74,"Lap"
"11005","R2BRRB",2010-03-15,"OBS","WW","TER",NA,"9",NA,NA,NA,NA,NA,NA,NA,3,74,"Lap"
"11006","R2YYRY",2010-03-15,"OBS","WW","TER",NA,"9",NA,NA,NA,NA,NA,NA,NA,3,74,"Lap"
"11007","Y1RRWR",2010-03-15,"OBS","WW","TER",NA,"9",NA,NA,NA,NA,NA,NA,NA,3,74,"Lap"
"11008","R3YYRY",2010-03-15,"OBS","WW","TER",NA,"9",NA,NA,NA,NA,NA,NA,NA,3,74,"Lap"
"11009","R2YWBW",2010-03-15,"OBS","WW","TER",NA,"9",NA,NA,NA,NA,NA,NA,NA,3,74,"Lap"
"11010","R7RRBB",2010-03-25,"OBS","WW","GR",NA,"F",NA,NA,NA,NA,NA,NA,NA,3,84,"Lap"
"11011","R1RWBR",2010-03-21,"OBS","WW","TER",NA,"9",NA,NA,NA,NA,NA,NA,NA,3,80,"Lap"
"11013","R7RRWY",2010-03-26,"OBS","WW","TER",NA,"9",NA,NA,NA,NA,NA,NA,NA,3,85,"Lap"
"11014","R1BYYR",2010-03-26,"OBS","WW","TER",NA,"9",NA,NA,NA,NA,NA,NA,NA,3,85,"Lap"
"11015","R7WYBB",2010-03-26,"OBS","WW","TER",NA,"9",NA,NA,NA,NA,NA,NA,NA,3,85,"Lap"
"11016","Y3YWBR",2010-03-26,"OBS","WW","TER",NA,"9",NA,NA,NA,NA,NA,NA,NA,3,85,"Lap"
"11017","R3RRBR",2010-03-26,"OBS","WW","TER",NA,"9",NA,NA,NA,NA,NA,NA,NA,3,85,"Lap"
"11020","R2BRRB",2010-03-26,"OBS","WW","TER",NA,"9",NA,NA,NA,NA,NA,NA,NA,3,85,"Lap"
"11021","R2YYRY",2010-03-26,"OBS","WW","TER",NA,"9",NA,NA,NA,NA,NA,NA,NA,3,85,"Lap"
"11022","R3RRRR",2010-03-26,"OBS","WW","TER",NA,"9",NA,NA,NA,NA,NA,NA,NA,3,85,"Lap"
"11024","R2WBBB",2010-03-26,"OBS","WW","TER",NA,"9",NA,NA,NA,NA,NA,NA,NA,3,85,"Lap"
"11025","R4BWWR",2010-03-26,"OBS","WW","TER",NA,"9",NA,NA,NA,NA,NA,NA,NA,3,85,"Lap"
"11026","R6WBRB",2010-03-26,"OBS","WW","TER",NA,"9",NA,NA,NA,NA,NA,NA,NA,3,85,"Lap"
"11028","R1BRWY",2010-03-26,"OBS","WW","TER",NA,"9",NA,NA,NA,NA,NA,NA,NA,3,85,"Lap"
"11029","Y1YYRR",2010-03-26,"OBS","WW","TER",NA,"9",NA,NA,NA,NA,NA,NA,NA,3,85,"Lap"
"11030","R3YYRY",2010-03-26,"OBS","WW","TER",NA,"9",NA,NA,NA,NA,NA,NA,NA,3,85,"Lap"
"11031","Y3YYBY",2010-03-26,"OBS","WW","TER",NA,"9",NA,NA,NA,NA,NA,NA,NA,3,85,"Lap"
"11032","R7RRYY",2010-03-26,"OBS","WW","TER",NA,"9",NA,NA,NA,NA,NA,NA,NA,3,85,"Lap"
"11033","R7RBRB",2010-03-26,"OBS","WW","TER",NA,"9",NA,NA,NA,NA,NA,NA,NA,3,85,"Lap"
"11034","Y8WYBB",2010-03-26,"OBS","WW","TER",NA,"9",NA,NA,NA,NA,NA,NA,NA,3,85,"Lap"
"11035","R6WBRB",2010-03-26,"OBS","WW","TER",NA,"9",NA,NA,NA,NA,NA,NA,NA,3,85,"Lap"
"11036","R1BRWY",2010-03-26,"OBS","WW","TER",NA,"9",NA,NA,NA,NA,NA,NA,NA,3,85,"Lap"
"11037","R2WRRB",2010-03-26,"OBS","WW","TER",NA,"9",NA,NA,NA,NA,NA,NA,NA,3,85,"Lap"
"11038","Y1YYRR",2010-03-26,"OBS","WW","TER",NA,"9",NA,NA,NA,NA,NA,NA,NA,3,85,"Lap"
"11039","R2YYRY",2010-03-26,"OBS","WW","TER",NA,"9",NA,NA,NA,NA,NA,NA,NA,3,85,"Lap"
"11040","R6WBWR",2010-03-26,"OBS","WW","TER",NA,"9",NA,NA,NA,NA,NA,NA,NA,3,85,"Lap"
"11041","R1BYYR",2010-03-26,"OBS","WW","TER",NA,"9",NA,NA,NA,NA,NA,NA,NA,3,85,"Lap"
"11042","R3YYRY",2010-03-26,"OBS","WW","TER",NA,"9",NA,NA,NA,NA,NA,NA,NA,3,85,"Lap"
"11043","R7RRWY",2010-03-26,"OBS","WW","TER",NA,"9",NA,NA,NA,NA,NA,NA,NA,3,85,"Lap"
"11047","Y7YRWR",2010-04-21,"OBS","WW","TER",NA,"M",NA,NA,NA,NA,NA,NA,NA,4,111,"Lap"
"11048","R3YYRR",2010-04-21,"OBS","WW","TER",NA,"9",NA,NA,NA,NA,NA,NA,NA,4,111,"Lap"
"11050","R6WBWB",2010-04-21,"OBS","WW","TER",NA,"M",NA,NA,NA,NA,NA,NA,NA,4,111,"Lap"
"11054","Y7WWWW",2010-04-21,"OBS","WW","TER",NA,"F",NA,NA,NA,NA,NA,NA,NA,4,111,"Lap"
"11058","Y7YRWR",2010-04-23,"OBS","WW","TER",NA,"M",NA,NA,NA,NA,NA,NA,NA,4,113,"Lap"
"11059","R7RRWY",2010-04-23,"OBS","WW","TER",NA,"9",NA,NA,NA,NA,NA,NA,NA,4,113,"Lap"
"11062","R2WRRY",2010-04-23,"OBS","WW","TER",NA,"M",NA,NA,NA,NA,NA,NA,NA,4,113,"Lap"
"11065","R2YYRY",2010-04-23,"OBS","WW","TER",NA,"M",NA,NA,NA,NA,NA,NA,NA,4,113,"Lap"
"11066","R3YYRR",2010-04-24,"OBS","WW","TER",NA,"F",NA,NA,NA,NA,NA,NA,NA,4,114,"Lap"
"11069","Y2YYWY",2010-04-24,"OBS","WW","TER",NA,"F",NA,NA,NA,NA,NA,NA,NA,4,114,"Lap"
"11070","R2BRRB",2010-04-24,"OBS","WW","TER",NA,"M",NA,NA,NA,NA,NA,NA,NA,4,114,"Lap"
"11072","R7WYBW",2010-04-25,"OBS","WW","TER",NA,"M",NA,NA,NA,NA,NA,NA,NA,4,115,"Lap"
"11075","R7RRWY",2010-04-25,"OBS","WW","TER",NA,"F",NA,NA,NA,NA,NA,NA,NA,4,115,"Lap"
"11078","Y1YYRR",2010-04-25,"OBS","WW","TER",NA,"M",NA,NA,NA,NA,NA,NA,NA,4,115,"Lap"
"11079","Y1RBRY",2010-04-25,"OBS","WW","TER",NA,"M",NA,NA,NA,NA,NA,NA,NA,4,115,"Lap"
"11080","R3YYRY",2010-04-25,"OBS","WW","TER",NA,"M",NA,NA,NA,NA,NA,NA,NA,4,115,"Lap"
"11082","Y1RBRR",2010-04-25,"OBS","WW","TER",NA,"M",NA,NA,NA,NA,NA,NA,NA,4,115,"Lap"
"11083","Y7WWYB",2010-04-25,"OBS","WW","TER",NA,"M",NA,NA,NA,NA,NA,NA,NA,4,115,"Lap"
"11084","R2BRRB",2010-04-25,"OBS","WW","TER",NA,"M",NA,NA,NA,NA,NA,NA,NA,4,115,"Lap"
"11090","R3RRBR",2010-04-25,"OBS","WW","TER",NA,"M",NA,NA,NA,NA,NA,NA,NA,4,115,"Lap"
"11095","Y6YRWW",2010-03-30,"OBS","WW","TEX",NA,"F",NA,NA,NA,NA,NA,NA,NA,3,89,"Lap"
"11107","R2WRRB",2010-04-26,"OBS","WW","TER",NA,"M",NA,NA,NA,NA,NA,NA,NA,4,116,"Lap"
"11109","R1BBRR",2010-04-26,"OBS","WW","TER",NA,"M",NA,NA,NA,NA,NA,NA,NA,4,116,"Lap"
"11110","Y2YYWY",2010-04-26,"OBS","WW","TER",NA,"F",NA,NA,NA,NA,NA,NA,NA,4,116,"Lap"
"11111","R3WYRB",2010-04-26,"OBS","WW","TER",NA,"M",NA,NA,NA,NA,NA,NA,NA,4,116,"Lap"
"11119","R2YYRY",2010-04-26,"OBS","WW","TER",NA,"M",NA,NA,NA,NA,NA,NA,NA,4,116,"Lap"
"11121","R3YYRR",2010-04-26,"OBS","WW","TER",NA,"M",NA,NA,NA,NA,NA,NA,NA,4,116,"Lap"
"11122","Y1RBRY",2010-04-26,"OBS","WW","TER",NA,"M",NA,NA,NA,NA,NA,NA,NA,4,116,"Lap"
"11124","R3YYRY",2010-04-26,"OBS","WW","TER",NA,"9",NA,NA,NA,NA,NA,NA,NA,4,116,"Lap"
"11125","R7RRBB",2010-04-26,"OBS","WW","TER",NA,"F",NA,NA,NA,NA,NA,NA,NA,4,116,"Lap"
"11126","R2WRYR",2010-04-26,"OBS","WW","TER",NA,"M",NA,NA,NA,NA,NA,NA,NA,4,116,"Lap"
"11130","R7RRWY",2010-04-26,"OBS","WW","TER",NA,"F",NA,NA,NA,NA,NA,NA,NA,4,116,"Lap"
"11132","R2WRYR",2010-04-26,"OBS","WW","TER",NA,"M",NA,NA,NA,NA,NA,NA,NA,4,116,"Lap"
"11165","R3YYRY",2010-04-30,"OBS","WW","TER",NA,"M",NA,NA,NA,NA,NA,NA,NA,4,120,"Lap"
"11171","Y5RBWW",2010-05-01,"OBS","WW","TER",NA,"F",NA,NA,NA,NA,NA,NA,NA,5,121,"Lap"
"11176","Y1RBRY",2010-05-01,"OBS","WW","TER",NA,"M",NA,NA,NA,NA,NA,NA,NA,5,121,"Lap"
"11177","Y4RYYR",2010-05-01,"OBS","WW","TER",NA,"M",NA,NA,NA,NA,NA,NA,NA,5,121,"Lap"
"11182","R3RYWY",2010-05-02,"OBS","WW","TER",NA,"M",NA,NA,NA,NA,NA,NA,NA,5,122,"Lap"
"11189","R3YYRY",2010-05-02,"OBS","WW","TER",NA,"M",NA,NA,NA,NA,NA,NA,NA,5,122,"Lap"
"11200","R1RRBB",2010-05-01,"OBS","WW","VLI",NA,"9",NA,NA,NA,NA,NA,NA,NA,5,121,"Lap"
"11230","R7WYRW",2010-05-11,"OBS","OW","AME",NA,"M",NA,NA,NA,NA,NA,NA,NA,5,131,"Lap"
"11358","Y8WYBR",2010-05-19,"OBS","WW","TEX",NA,"M",NA,NA,NA,NA,NA,NA,NA,5,139,"Lap"
"11406","R1RRRR",2010-04-28,"OBS","OW","AME",NA,"M",NA,NA,NA,NA,NA,NA,NA,4,118,"Lap"
"11446","R5RBBR",2010-05-04,"OBS","OW","AME",NA,"M",NA,NA,NA,NA,NA,NA,NA,5,124,"Lap"
"11447","Y8RRYW",2010-05-04,"OBS","OW","AME",NA,"M",NA,NA,NA,NA,NA,NA,NA,5,124,"Lap"
"11471","R7WWYY",2010-05-05,"OBS","OW","AME",NA,"9",NA,NA,NA,NA,NA,NA,NA,5,125,"Lap"
"11524","Y8RRYY",2010-05-16,"OBS","OW","AME",NA,"M",NA,NA,NA,NA,NA,NA,NA,5,136,"Lap"
"11537","R7WYRW",2010-05-16,"OBS","OW","AME",NA,"9",NA,NA,NA,NA,NA,NA,NA,5,136,"Lap"
"11550","R7WYRW",2010-05-22,"OBS","OW","AME",NA,"9",NA,NA,NA,NA,NA,NA,NA,5,142,"Lap"
"11594","R5RYWY",2010-05-27,"OBS","OW","AME",NA,"9",NA,NA,NA,NA,NA,NA,NA,5,147,"Lap"
"11682","R3RYYY",2010-04-30,"OBS","WW","TEX",NA,"9",NA,NA,NA,NA,NA,NA,NA,4,120,"Lap"
"11691","R7WYBW",2010-07-25,"OBS","WW","TER",NA,"M",NA,NA,NA,NA,NA,NA,NA,7,206,"Lap"
"11694","R3RRBR",2010-07-25,"OBS","WW","TER",NA,"M",NA,NA,NA,NA,NA,NA,NA,7,206,"Lap"
"11700","R2WRYR",2010-07-26,"OBS","WW","TER",NA,"M",NA,NA,NA,NA,NA,NA,NA,7,207,"Lap"
"11702","Y3BRWR",2010-07-26,"OBS","WW","TER",NA,"M",NA,NA,NA,NA,NA,NA,NA,7,207,"Lap"
"11706","R7RRYY",2010-07-27,"OBS","WW","TER",NA,"M",NA,NA,NA,NA,NA,NA,NA,7,208,"Lap"
"11707","R2WRYR",2010-07-27,"OBS","WW","TER",NA,"M",NA,NA,NA,NA,NA,NA,NA,7,208,"Lap"
"11711","R7RRBY",2010-07-29,"OBS","WW","TER",NA,"M",NA,NA,NA,NA,NA,NA,NA,7,210,"Lap"
"11713","Y1RBRY",2010-07-29,"OBS","WW","TER",NA,"M",NA,NA,NA,NA,NA,NA,NA,7,210,"Lap"
"11721","R2WRYR",2010-07-30,"OBS","WW","TER",NA,"M",NA,NA,NA,NA,NA,NA,NA,7,211,"Lap"
"11722","Y1RBRY",2010-07-30,"OBS","WW","TER",NA,"M",NA,NA,NA,NA,NA,NA,NA,7,211,"Lap"
"11727","R3RBYB",2010-07-31,"OBS","WW","TER",NA,"F",NA,NA,NA,NA,NA,NA,NA,7,212,"Lap"
"11731","R2WRYR",2010-08-01,"OBS","WW","TER",NA,"M",NA,NA,NA,NA,NA,NA,NA,8,213,"Lap"
"11732","Y1RBRY",2010-08-01,"OBS","WW","TER",NA,"M",NA,NA,NA,NA,NA,NA,NA,8,213,"Lap"
"11740","R2WRYR",2010-08-02,"OBS","WW","TER",NA,"M",NA,NA,NA,NA,NA,NA,NA,8,214,"Lap"
"11745","Y1RBRY",2010-08-02,"OBS","WW","TER",NA,"M",NA,NA,NA,NA,NA,NA,NA,8,214,"Lap"
"11747","R2WRYR",2010-08-02,"OBS","WW","TER",NA,"M",NA,NA,NA,NA,NA,NA,NA,8,214,"Lap"
"11748","R2WRYR",2010-08-03,"OBS","WW","TER",NA,"M",NA,NA,NA,NA,NA,NA,NA,8,215,"Lap"
"11750","R2WRYR",2010-08-03,"OBS","WW","TER",NA,"M",NA,NA,NA,NA,NA,NA,NA,8,215,"Lap"
"11751","R7RRWY",2010-08-03,"OBS","WW","TER",NA,"M",NA,NA,NA,NA,NA,NA,NA,8,215,"Lap"
"11754","Y1RBRY",2010-08-03,"OBS","WW","TER",NA,"M",NA,NA,NA,NA,NA,NA,NA,8,215,"Lap"
"11758","R2WRYR",2010-08-03,"OBS","WW","TER",NA,"M",NA,NA,NA,NA,NA,NA,NA,8,215,"Lap"
"11761","R7WYBW",2010-08-04,"OBS","WW","TER",NA,"M",NA,NA,NA,NA,NA,NA,NA,8,216,"Lap"
"11762","R2WRYR",2010-08-04,"OBS","WW","TER",NA,"M",NA,NA,NA,NA,NA,NA,NA,8,216,"Lap"
"11764","Y1RBRY",2010-08-04,"OBS","WW","TER",NA,"M",NA,NA,NA,NA,NA,NA,NA,8,216,"Lap"
"11766","Y1RRYR",2010-08-05,"OBS","WW","TER",NA,"M",NA,NA,NA,NA,NA,NA,NA,8,217,"Lap"
"11767","R7WYRW",2010-08-05,"OBS","WW","TER",NA,"M",NA,NA,NA,NA,NA,NA,NA,8,217,"Lap"
"11769","R7RRWY",2010-08-05,"OBS","WW","TER",NA,"M",NA,NA,NA,NA,NA,NA,NA,8,217,"Lap"
"11771","R7WYBW",2010-08-05,"OBS","WW","TER",NA,"M",NA,NA,NA,NA,NA,NA,NA,8,217,"Lap"
"11774","Y1RBRY",2010-08-05,"OBS","WW","TER",NA,"M",NA,NA,NA,NA,NA,NA,NA,8,217,"Lap"
"11775","Y6YBYB",2010-08-05,"OBS","WW","TER",NA,"F",NA,NA,NA,NA,NA,NA,NA,8,217,"Lap"
"11778","R2YYWB",2010-08-05,"OBS","WW","TER",NA,"M",NA,NA,NA,NA,NA,NA,NA,8,217,"Lap"
"11780","Y2RYRW",2010-08-05,"OBS","WW","TER",NA,"F",NA,NA,NA,NA,NA,NA,NA,8,217,"Lap"
"11782","R2WRYR",2010-08-05,"OBS","WW","TER",NA,"M",NA,NA,NA,NA,NA,NA,NA,8,217,"Lap"
"11786","R2WRYR",2010-08-08,"OBS","WW","TER",NA,"M",NA,NA,NA,NA,NA,NA,NA,8,220,"Lap"
"11788","R7WYBW",2010-08-08,"OBS","WW","TER",NA,"M",NA,NA,NA,NA,NA,NA,NA,8,220,"Lap"
"11792","Y1RBRY",2010-08-08,"OBS","WW","TER",NA,"M",NA,NA,NA,NA,NA,NA,NA,8,220,"Lap"
"11796","R2WRYR",2010-08-08,"OBS","WW","TER",NA,"M",NA,NA,NA,NA,NA,NA,NA,8,220,"Lap"
"11799","R6WBRB",2010-08-08,"OBS","WW","TER",NA,"M",NA,NA,NA,NA,NA,NA,NA,8,220,"Lap"
"11803","R3WYRB",2010-08-08,"OBS","WW","TER",NA,"M",NA,NA,NA,NA,NA,NA,NA,8,220,"Lap"
"11804","Y1YYRR",2010-08-08,"OBS","WW","TER",NA,"M",NA,NA,NA,NA,NA,NA,NA,8,220,"Lap"
"11805","R7WYBW",2010-08-08,"OBS","WW","TER",NA,"M",NA,NA,NA,NA,NA,NA,NA,8,220,"Lap"
"11808","R2YYRY",2010-08-08,"OBS","WW","TER",NA,"M",NA,NA,NA,NA,NA,NA,NA,8,220,"Lap"
"11812","Y1RBRY",2010-08-07,"OBS","WW","TER",NA,"M",NA,NA,NA,NA,NA,NA,NA,8,219,"Lap"
"11816","R2WRYR",2010-08-07,"OBS","WW","TER",NA,"M",NA,NA,NA,NA,NA,NA,NA,8,219,"Lap"
"11820","Y7YRWR",2010-08-06,"OBS","WW","TER",NA,"F",NA,NA,NA,NA,NA,NA,NA,8,218,"Lap"
"11821","Y5RBYY",2010-08-06,"OBS","WW","TER",NA,"F",NA,NA,NA,NA,NA,NA,NA,8,218,"Lap"
"11823","R7RRWY",2010-08-06,"OBS","WW","TER",NA,"M",NA,NA,NA,NA,NA,NA,NA,8,218,"Lap"
"11824","R1BRRB",2010-08-06,"OBS","WW","TER",NA,"M",NA,NA,NA,NA,NA,NA,NA,8,218,"Lap"
"11825","R6BYRR",2010-08-06,"OBS","WW","TER",NA,"M",NA,NA,NA,NA,NA,NA,NA,8,218,"Lap"
"11826","Y5WBRW",2010-08-06,"OBS","WW","TER",NA,"M",NA,NA,NA,NA,NA,NA,NA,8,218,"Lap"
"11830","Y1RBRY",2010-08-06,"OBS","WW","TER",NA,"M",NA,NA,NA,NA,NA,NA,NA,8,218,"Lap"
"11833","R2WRYR",2010-08-06,"OBS","WW","TER",NA,"M",NA,NA,NA,NA,NA,NA,NA,8,218,"Lap"
"11835","R7RRBW",2010-08-06,"OBS","WW","TER",NA,"M",NA,NA,NA,NA,NA,NA,NA,8,218,"Lap"
"11838","R2YYRW",2010-08-10,"OBS","WW","RI",NA,"9",NA,NA,NA,NA,NA,NA,NA,8,222,"Lap"
"11840","R2YYRW",2010-08-11,"OBS","WW","RI",NA,"M",NA,NA,NA,NA,NA,NA,NA,8,223,"Lap"
"11842","R2YYRW",2010-08-11,"OBS","WW","RI",NA,"M",NA,NA,NA,NA,NA,NA,NA,8,223,"Lap"
"11844","Y7WWYW",2010-08-12,"OBS","WW","RI",NA,"M",NA,NA,NA,NA,NA,NA,NA,8,224,"Lap"
"11847","Y7YRRR",2010-08-13,"OBS","WW","RI",NA,"M",NA,NA,NA,NA,NA,NA,NA,8,225,"Lap"
"11848","Y6YRWW",2010-08-13,"OBS","WW","RI",NA,"F",NA,NA,NA,NA,NA,NA,NA,8,225,"Lap"
"11850","Y7YRWW",2010-08-14,"OBS","WW","RI",NA,"M",NA,NA,NA,NA,NA,NA,NA,8,226,"Lap"
"11851","Y7YRRR",2010-08-15,"OBS","WW","RI",NA,"M",NA,NA,NA,NA,NA,NA,NA,8,227,"Lap"
"11853","Y7YRRR",2010-08-13,"OBS","WW","RI",NA,"M",NA,NA,NA,NA,NA,NA,NA,8,225,"Lap"
"11858","Y7YRRR",2010-08-15,"OBS","WW","RI",NA,"M",NA,NA,NA,NA,NA,NA,NA,8,227,"Lap"
"11859","Y7WWYW",2010-08-12,"OBS","WW","RI",NA,"M",NA,NA,NA,NA,NA,NA,NA,8,224,"Lap"
"11866","Y7YRRR",2010-08-13,"OBS","WW","RI",NA,"M",NA,NA,NA,NA,NA,NA,NA,8,225,"Lap"
"11867","Y6YRYW",2010-08-13,"OBS","WW","RI",NA,"M",NA,NA,NA,NA,NA,NA,NA,8,225,"Lap"
"11868","Y6YRWW",2010-08-13,"OBS","WW","RI",NA,"F",NA,NA,NA,NA,NA,NA,NA,8,225,"Lap"
"11869","Y7YRWW",2010-08-14,"OBS","WW","RI",NA,"M",NA,NA,NA,NA,NA,NA,NA,8,226,"Lap"
"11870","Y5YRWB",2010-08-14,"OBS","WW","RI",NA,"9",NA,NA,NA,NA,NA,NA,NA,8,226,"Lap"
"11872","Y6YRYB",2010-08-14,"OBS","WW","RI",NA,"M",NA,NA,NA,NA,NA,NA,NA,8,226,"Lap"
"11875","Y7YRRR",2010-08-15,"OBS","WW","RI",NA,"M",NA,NA,NA,NA,NA,NA,NA,8,227,"Lap"
"11876","R2YYRW",2010-08-10,"OBS","WW","RI",NA,"9",NA,NA,NA,NA,NA,NA,NA,8,222,"Lap"
"11878","Y7YRRR",2010-08-13,"OBS","WW","RI",NA,"M",NA,NA,NA,NA,NA,NA,NA,8,225,"Lap"
"11881","Y7YRWW",2010-08-13,"OBS","WW","RI",NA,"M",NA,NA,NA,NA,NA,NA,NA,8,225,"Lap"
"11883","Y6YRWW",2010-08-16,"OBS","WW","RI",NA,"F",NA,NA,NA,NA,NA,NA,NA,8,228,"Lap"
"11884","Y7YRRR",2010-08-16,"OBS","WW","RI",NA,"M",NA,NA,NA,NA,NA,NA,NA,8,228,"Lap"
"11885","Y1YWWW",2010-08-16,"OBS","WW","RI",NA,"F",NA,NA,NA,NA,NA,NA,NA,8,228,"Lap"
